,text,mood,selected_text,sentiment
4388,i feel as the author is very passionate about his poem because when he wrote his poem he wrote from his feeling and history,joy,feel author passionate poem wrote poem wrote feeling history,0
4389,i instead feel restless,fear,instead feel restless,1
4390,i also feel proud of her,joy,also feel proud,0
4391,i suppose thats wonderful because it means that they can learn so much so quickly and also make me feel like an idiot much the way i did to my parents when they couldnt figure out how to leave an outgoing message on the answering machine,joy,suppose thats wonderful mean learn much quickly also make feel like idiot much way parent couldnt figure leave outgoing message answering machine,0
4392,i asked feeling slightly wimpy,fear,asked feeling slightly wimpy,1
4393,i had for me to confess my feelings for her but still i couldnt bring myself to her for i was scared of losing her once more,fear,confess feeling still couldnt bring scared losing,1
4394,i know its the lot of the dumpee to feel slighted jealous unable to move on depressed angry and a whole bunch of other negative emotions that stem from the whole rejection and sometimes replacement involved in the break up process,anger,know lot dumpee feel slighted jealous unable move depressed angry whole bunch negative emotion stem whole rejection sometimes replacement involved break process,1
4395,i feel lonely so unbearably crushingly lonely you are not the only one a href http creativeliar,sadness,feel lonely unbearably crushingly lonely one href http creativeliar,1
4396,i feel about putting on brave faces fuck that let s get real,joy,feel putting brave face fuck let get real,0
4397,i was thinking about how you all were watching general conference and i was feeling a bit jealous,anger,thinking watching general conference feeling bit jealous,1
4398,i know and i feel that its time to wake up to be brave to change my perspective,joy,know feel time wake brave change perspective,0
4399,i shall have to stay feeling neglectful of all things art related,sadness,shall stay feeling neglectful thing art related,1
4400,i also find that during those times when i feel victimized by his loss i dont feel him near me at all,sadness,also find time feel victimized loss dont feel near,1
4401,i feel like everything i do i will make a mistake and i will be punished,sadness,feel like everything make mistake punished,1
4402,i mean i already did of course but i feel more glamourous naked now,joy,mean already course feel glamourous naked,0
4403,i feel decently intelligent,joy,feel decently intelligent,0
4404,i dont want to pretend i am someone and i am not because i dont feel comfortable,joy,dont want pretend someone dont feel comfortable,0
4405,i cherished and enjoyed i didn t have many friends in college and she was my first real friend that made me feel like i was accepted,love,cherished enjoyed many friend college first real friend made feel like accepted,0
4406,i want to be positive in the morning i will need to convince my subconscious into believing i am feeling terrific,joy,want positive morning need convince subconscious believing feeling terrific,0
4407,i feel helpless at the same time wherein practically no other option than to just sit and watch the drama,fear,feel helpless time wherein practically option sit watch drama,1
4408,i kind of struggled with it though and didnt feel like it was super powerful,joy,kind struggled though didnt feel like super powerful,0
4409,i woke up this morning feeling like the unfortunate drain cover that a href http www,sadness,woke morning feeling like unfortunate drain cover href http www,1
4410,i just havent been taking much action in my life rather leaving it at status quo probably not a good idea but i feel that things exist at such a delicate balance that i am afraid if i lunge for what i want the whole thing will crumble and i will be worse off than before,love,havent taking much action life rather leaving status quo probably good idea feel thing exist delicate balance afraid lunge want whole thing crumble worse,0
